serial_number,qid,intermediate_lang,query,translated,sample
83,QA20CAPR-0021,フランス語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で有名な都市で、毎年7月に「北海へそ祭り」を開催しているのはどの都市ですか？,富良野市です。
84,QA20CAPR-0021,ドイツ語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で有名な都市で、毎年7月に「北海へそ祭り」を開催しているのはどの都市ですか？,富良野市です。
85,QA20CAPR-0021,イタリア語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で有名な都市で、毎年7月に「北海へそ祭り」を開催しているのはどの都市ですか？,富良野市です。
86,QA20CAPR-0021,韓国語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で知られる都市で、毎年7月に「北海へそ祭り」が開催されるのはどの都市ですか？,富良野市です。
87,QA20CAPR-0021,ポルトガル語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で有名な都市で、毎年7月に「北海へそ祭り」を開催しているのはどの都市ですか？,富良野市です。
88,QA20CAPR-0021,ロシア語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で知られる都市で、毎年7月に「北海へそ祭り」が開催されるのはどの都市ですか？,富良野市です。
89,QA20CAPR-0021,スペイン語,毎年7月に「北海へそ祭り」が開催される、ラベンダー畑で有名な北海道の都市はどこでしょう?,北海道のラベンダー畑で有名な都市で、毎年7月に「北海へそ祭り」を開催しているのはどの都市ですか？,富良野市です。
90,QA20CAPR-0023,英語,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,ある特定のグループ内で特に優れた4人を指す言葉は何ですか？元々は仏教の四天王、具体的には持国天、増長天、広目天、多聞天を指しています。,四天王とは、仏教における重要な四人の仏尊です。彼らは、それぞれが国土を守り、衆生を守護する役割を持っています。四天王は、インドや中国で広く信仰されています。
91,QA20CAPR-0023,中国語,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,あるグループでは、特に優れた4人の個人を指すために使用される用語があります。元々は仏教の四天王、すなわちドリタラシュトラ、ヴィルーダカ、ヴィルーパクシャ、ヴァイシュラヴァナを指していました。,四天王とは、仏教において、特に優れた4人の個人を指すために使用される用語です。元々は、インドの仏教における四天王として、ドリタラシュトラ、ヴィルーダカ、ヴィルーパクシャ、ヴァイシュラヴァナが挙げられました。その後、インドから中国に伝わり、日本にも伝えられました。
92,QA20CAPR-0023,フランス語,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,ある特定のグループ内で特に注目すべき4人の個人を指す言葉は何ですか？元々は仏教の四天王、すなわち持国天、増長天、広目天、多聞天を指しています。,四天王とは、仏教における重要な4つの仏尊で、持国天、増長天、広目天、多聞天です。四天王は、仏教の中心的な存在として広く認知されており、多くの文化や宗教において重要な役割を果たしています。
93,QA20CAPR-0023,ドイツ語,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,特定のグループ内で特に優れた4人の個人を指す言葉は何であり、元々は仏教の四天王、すなわち持国天、増長天、広目天、多聞天を指していますか？,四王天(しおうてん)とは、仏教における四天王の一人で、増長天王、広目天王、毘沙門天王、多聞天王です。四天王は、仏教において重要な役割を果たしており、その中には持国天、増長天王、広目天王が含まれます。
94,QA20CAPR-0023,イタリア語,元々は仏教における持国天・増長天・広目天・多聞天のことを指していた、ある集団の中で特に秀でた4人の人物を意味する言葉は何でしょう?,ある特定のグループ内で特に優れた4人の個人を指す言葉は何ですか？元々は仏教の四天王、すなわち持国天、増長天、広目天、多聞天を指しています。,四王天 四天王とは、仏教における重要な4つの仏尊で、それぞれが国土を統治する王としての役割を果たしています。彼らは、インドや中国などの地域に広く分布しています。四天王は、仏教の世界観の中心的な存在であり、彼らの役割は、国土の安定と繁栄を促進することです。
